,0,1
263,-220.8619854881381,-237.4264373779297
264,-213.53485218060632,-254.93838500976562
265,-204.62847471699942,-257.3348693847656
266,-195.9393501026383,-264.893310546875
267,-247.99411480634973,-255.210205078125
268,-235.94840096266034,-255.71409606933594
269,-200.07848294379605,-263.6978759765625
270,-251.80755615271875,-245.40341186523438
271,-217.37110835919756,-234.35348510742188
272,-228.2815910506055,-222.55007934570312
273,-214.76866971689168,-222.9379425048828
274,-215.57232317848243,-218.9609832763672
275,-264.69043289048176,-201.9540557861328
276,-165.18725764992453,-217.9968719482422
277,-205.2773997605118,-209.38900756835938
278,-196.7841901358151,-201.09254455566406
279,-219.7419267698076,-199.99423217773438
280,-186.3336221184073,-213.781494140625
281,-160.91240927581282,-202.46434020996094
282,-192.05993702186595,-205.87820434570312
283,-186.0236921383363,-214.52438354492188
284,-175.62817819819261,-208.36380004882812
285,-258.4285494204251,-187.7104034423828
286,-180.62377924552055,-180.9822540283203
287,-188.50737078623075,-195.22274780273438
288,-206.47287590976666,-188.2402801513672
289,-197.817001693913,-183.89404296875
290,-242.2250372002624,-183.35098266601562
291,-154.4867550462157,-205.5371551513672
292,-204.8556308398578,-196.3438262939453
293,-193.13994540728896,-209.46080017089844
294,-240.3245585547796,-214.4627227783203
295,-224.62318952056813,-214.36587524414062
296,-215.3732126085627,-227.36839294433594
297,-185.4552567275491,-242.74374389648438
298,-199.7132135246631,-237.24591064453125
299,-245.01842264965435,-227.37965393066406
300,-208.29540428273987,-244.5120849609375
301,-189.14604741825696,-235.01422119140625
302,-175.35311181484659,-224.29617309570312
303,-239.49762206403653,-205.77536010742188
304,-268.1831909874303,-200.49310302734375
305,-190.81794638378875,-214.4072723388672
306,-251.8532681103125,-195.9121551513672
307,-232.7922873922442,-198.23899841308594
308,-167.3125532718338,-217.12477111816406
309,-184.8638087181486,-221.16867065429688
310,-252.16680717704753,-206.14102172851562
311,-196.70979723215686,-210.07723999023438
312,-245.6122106734123,-205.86402893066406
313,-181.4761666063263,-214.76971435546875
314,-231.43805490827913,-207.939208984375
315,-208.16671626640533,-212.52122497558594
316,-203.47923466785323,-208.39413452148438
317,-247.50378809460182,-207.25985717773438
318,-190.60550141107805,-214.26246643066406
319,-240.55021438847015,-213.27963256835938
320,-185.8908722686573,-223.88694763183594
321,-248.38878013687955,-222.18682861328125
322,-171.52071738201371,-236.22390747070312
323,-253.08180333939754,-222.3643035888672
324,-227.6529888659465,-217.17340087890625
325,-209.23365157787484,-217.41336059570312
326,-216.26508070365057,-214.08543395996094
327,-247.0240799704265,-216.40093994140625
328,-214.6321862018417,-221.48611450195312
329,-187.74796518615662,-226.4886474609375
330,-212.8586363345777,-222.86216735839844
331,-165.88857829588153,-225.12887573242188
332,-265.6352280350851,-201.69386291503906
333,-207.40353283541418,-222.77783203125
334,-257.36144651719735,-201.2205352783203
335,-212.47543805557152,-222.96713256835938
336,-261.196057858166,-225.0117950439453
337,-210.55805831979904,-232.93093872070312
338,-235.4090980498916,-225.51268005371094
339,-196.67146468728066,-235.09669494628906
340,-226.2864850205211,-244.18150329589844
341,-194.28896096585459,-243.32713317871094
342,-225.29044987742355,-239.965576171875
343,-189.8032541328061,-247.16616821289062
344,-270.2445589875312,-222.51596069335938
345,-202.83126919753892,-231.93565368652344
346,-192.10381750205116,-226.29054260253906
347,-196.87924470392264,-206.93026733398438
348,-222.94682376150504,-210.92140197753906
349,-224.81811086476918,-203.4001007080078
350,-216.31345980820544,-216.1368865966797
351,-178.19932511202575,-217.3643798828125
352,-237.79121390266738,-202.55552673339844
353,-222.6539721512482,-198.6217803955078
354,-218.05856432216146,-197.66943359375
355,-175.42050735529725,-218.40921020507812
356,-195.6705635779211,-205.32298278808594
357,-169.6829938774064,-215.73526000976562
358,-235.85342915292705,-204.89004516601562
359,-150.9126956495216,-212.4117431640625
360,-225.30051949231057,-201.64527893066406
361,-207.7319024695903,-204.7841033935547
362,-188.97435733180052,-199.8309783935547
363,-244.65653575467482,-199.8104705810547
364,-201.75075092191108,-191.6253204345703
365,-238.91751728438732,-194.997802734375
366,-215.78204129868237,-208.38894653320312
367,-223.0700473583792,-220.6773223876953
368,-164.33368206259908,-229.8610382080078
369,-268.780419580983,-224.37205505371094
370,-201.47523053900025,-232.57098388671875
371,-238.87644299904733,-214.3581085205078
372,-195.00602265535875,-230.38723754882812
373,-224.83542066709697,-219.08612060546875
374,-233.33023108096913,-222.68557739257812
375,-151.71157177461922,-228.08364868164062
376,-132.5164354115962,-216.8554229736328
377,-228.03814246932808,-192.1741485595703
378,-265.53794769150574,-185.5953826904297
379,-305.73469427659154,-167.91722106933594
380,-233.4785630042933,-178.2861785888672
381,-227.4658363790782,-178.06155395507812
382,-204.26220211350181,-207.7288818359375
383,-210.26002017828986,-212.55882263183594
384,-229.2552887721581,-214.75218200683594
385,-200.38796059435768,-225.97714233398438
386,-194.02821242260165,-223.92788696289062
387,-248.75407132371893,-220.75283813476562
388,-228.88598035778023,-227.5809326171875
389,-177.5303094840113,-234.49790954589844
390,-203.8816936472546,-236.6067657470703
391,-238.63974225425923,-225.09747314453125
392,-219.50722039250212,-225.92396545410156
393,-222.19269390402746,-228.6879425048828
394,-208.18566993272916,-226.7379150390625
395,-271.8919801194609,-208.46231079101562
396,-210.0441434181139,-217.8865509033203
397,-263.2600855822035,-210.02760314941406
398,-195.4303016062467,-211.14566040039062
399,-226.11877089084493,-205.46499633789062
400,-148.29769268034426,-223.346923828125
401,-242.18629992168417,-209.29656982421875
402,-233.55278993177689,-210.1660614013672
403,-212.31110296737347,-209.7655792236328
404,-184.07728391702693,-216.10690307617188
405,-284.7464081162958,-204.7609100341797
406,-228.71684445490254,-215.9340057373047
407,-177.68745873403594,-222.1207275390625
408,-203.9845442774485,-205.78106689453125
409,-235.55769729561675,-211.28549194335938
410,-180.61030219526086,-213.24728393554688
411,-258.0934633479807,-215.71336364746094
412,-186.9350179683791,-220.08645629882812
413,-264.2234551496619,-208.28451538085938
414,-209.4754878779425,-219.72911071777344
415,-266.102716847456,-231.11705017089844
416,-212.34447881924478,-232.49008178710938
417,-267.12889986427683,-227.16036987304688
418,-218.27632265552649,-239.02745056152344
419,-210.05748085136148,-250.59658813476562
420,-161.18418983488104,-254.7449188232422
421,-257.10577693217476,-233.41845703125
422,-260.61725632930535,-238.70950317382812
423,-201.15600888742,-242.8374786376953
424,-159.78655293630973,-237.95166015625
425,-193.4477018721601,-226.54539489746094
426,-217.19815605555996,-205.65354919433594
427,-253.55916444876297,-191.86094665527344
428,-203.23971125312877,-197.27394104003906
429,-209.66803086559634,-195.811767578125
430,-216.2432475130729,-191.68479919433594
431,-170.46917087546748,-193.80828857421875
432,-241.16221097399657,-180.76345825195312
433,-223.11070129981218,-182.53099060058594
434,-242.24310648394007,-195.3472900390625
435,-289.21321235925336,-204.121337890625
436,-203.30794930358357,-224.83409118652344
437,-174.55886900777782,-241.55189514160156
438,-190.45852887681932,-242.9207000732422
439,-214.64049040331474,-243.12362670898438
440,-218.1903153425816,-237.55270385742188
441,-221.06699164626178,-229.4117431640625
442,-204.89692185591625,-227.421875
443,-209.47161581156388,-229.22508239746094
444,-240.22483134529526,-217.0359344482422
445,-211.2571052321432,-212.6288604736328
446,-137.15349264444404,-228.7895050048828
447,-214.43754492558514,-202.08616638183594
448,-225.57466072648617,-192.70933532714844
449,-193.17854537382587,-199.58517456054688
450,-231.74723527849216,-181.289794921875
451,-210.220100481467,-183.1127166748047
452,-181.65798600589656,-176.08206176757812
453,-286.8354811598633,-179.62948608398438
454,-194.69274619751903,-189.04824829101562
455,-192.14845407599546,-200.8624267578125
456,-183.12233092749184,-203.13267517089844
457,-247.4011495774706,-206.98411560058594
458,-226.79999508728292,-219.357421875
459,-266.7705296870006,-227.09669494628906
460,-216.30910134782886,-234.910888671875
461,-220.65072742160837,-247.10833740234375
462,-224.8650533165732,-239.47250366210938
463,-233.47406756602498,-236.09640502929688
464,-208.48315503930425,-240.4052276611328
465,-238.9697044635547,-235.69996643066406
466,-227.86991358803675,-234.14744567871094
467,-285.74276161670474,-223.09750366210938
468,-213.35264618749292,-233.5157012939453
469,-230.0075799140026,-223.66336059570312
470,-183.27235323083806,-229.2808380126953
471,-178.26133119532892,-221.50608825683594
472,-250.70849124317346,-206.9545135498047
473,-225.94869593236635,-205.77935791015625
474,-209.19915329935785,-199.35557556152344
475,-162.3238808671051,-198.99790954589844
476,-177.84399763178692,-195.58535766601562
477,-201.22398610301266,-189.18057250976562
478,-225.42949931717686,-173.06573486328125
479,-255.79113340539826,-176.5977783203125
480,-238.95204850273603,-179.22756958007812
481,-209.4038702410224,-196.94960021972656
482,-196.1362748980397,-210.30784606933594
483,-177.8778192050802,-218.80221557617188
484,-207.56161810353836,-215.67449951171875
485,-206.06100996265582,-202.94970703125
486,-266.49841292562144,-212.21286010742188
487,-221.91260162630607,-216.01031494140625
488,-249.85588498715566,-213.20777893066406
489,-193.81191466922488,-212.30972290039062
490,-188.27271553973998,-217.58914184570312
491,-191.32074802822996,-220.2447967529297
492,-245.27209454034656,-208.39837646484375
493,-243.32902523250692,-217.4320831298828
494,-254.54148290283055,-214.40313720703125
495,-228.60363243740647,-224.5028076171875
496,-225.57760742994523,-228.14505004882812
497,-208.43765868059114,-234.97198486328125
498,-213.87987186622408,-241.59165954589844
499,-211.53417981643943,-245.33843994140625
500,-155.01003166479185,-251.16867065429688
501,-156.22566662348785,-243.000732421875
502,-208.8052081320574,-223.36026000976562
503,-210.6609956071572,-207.08953857421875
504,-257.51936640119027,-197.40406799316406
505,-165.86531036153855,-199.18890380859375
506,-229.21890707929407,-191.32212829589844
507,-213.6873112943318,-189.02622985839844
508,-206.93157750101736,-190.32533264160156
509,-236.3912903510107,-188.39981079101562
510,-247.07909306738134,-184.04612731933594
511,-199.19370725293157,-194.20399475097656
512,-220.2773778453396,-206.3007049560547
513,-203.46708308147942,-213.43870544433594
514,-263.10885942008815,-213.6213836669922
515,-198.41545875719314,-233.2344207763672
516,-277.45714841682764,-230.40565490722656
517,-226.15545504947764,-236.61439514160156
518,-229.5401843640497,-249.2906494140625
519,-161.97858044466147,-255.5355682373047
520,-211.18908844692632,-243.81617736816406
521,-157.9418558325105,-247.9299774169922
522,-231.01271865615954,-224.50991821289062
523,-190.5956870095096,-219.998779296875
524,-252.929785336282,-203.9184112548828
525,-240.06845286484037,-198.4282989501953
526,-209.70491474346403,-196.68350219726562
527,-228.03806591973938,-197.23219299316406
528,-158.88518078715063,-206.45663452148438
529,-212.59554314148187,-209.38278198242188
530,-225.67581599981276,-207.03030395507812
531,-276.64524320217447,-211.5242156982422
532,-153.72825502717788,-214.15806579589844
533,-215.58113145275246,-211.34103393554688
534,-164.55262318485137,-224.59161376953125
535,-249.68168967181464,-218.30072021484375
536,-181.7159189390812,-225.9368438720703
537,-246.71256441563892,-217.89537048339844
538,-230.54991891650766,-221.8027801513672
539,-217.14725938739502,-226.97723388671875
540,-212.3018379126902,-227.93057250976562
541,-175.96755764322432,-235.55252075195312
542,-239.15262095057452,-219.8651580810547
543,-192.6613214059548,-216.88999938964844
544,-215.0800337663537,-217.55747985839844
545,-300.51312141852543,-201.45310974121094
546,-251.91189071838826,-219.70315551757812
547,-233.88595823767255,-224.30943298339844
548,-218.6171946343668,-231.9023895263672
549,-167.34923906928208,-236.5699462890625
550,-186.8490190475156,-243.29872131347656
551,-207.2553707819935,-228.26708984375
552,-225.8645546152744,-216.12281799316406
553,-207.3962944951607,-224.83151245117188
554,-202.32191563415904,-218.6989288330078
555,-220.6554253361368,-213.38095092773438
556,-212.55952512149034,-201.72750854492188
557,-254.59993949646628,-203.87881469726562
558,-175.94650585447403,-209.80239868164062
559,-223.67947326827235,-201.83169555664062
560,-218.5500998274527,-204.7368621826172
561,-245.9157146500279,-208.6251220703125
562,-230.20391171941645,-218.8407745361328
563,-253.3322958927437,-219.47457885742188
564,-258.8318382960301,-227.4819793701172
565,-258.2581292128517,-231.5074005126953
566,-261.0348611994885,-242.76010131835938
567,-211.45838238299584,-248.0078125
568,-276.65337423925416,-252.89007568359375
569,-231.0417657567632,-251.3663330078125
570,-199.98622287002505,-250.318359375
571,-257.687753205977,-250.88565063476562
572,-235.22470283339925,-251.51625061035156
573,-333.96701476166606,-239.26797485351562
574,-249.1391448553905,-241.75022888183594
575,-225.05048646444789,-234.33758544921875
576,-227.70767795577194,-237.5418243408203
577,-164.62283377192514,-239.434814453125
578,-252.0236844750454,-223.16575622558594
579,-224.5592674208593,-233.16685485839844
580,-235.4339713543589,-215.8865203857422
581,-212.25436150700108,-213.4356689453125
582,-178.75944632478928,-229.63818359375
583,-191.55517600816574,-210.2591552734375
584,-223.57008848450383,-204.5703887939453
585,-240.16639061961519,-201.8812255859375
586,-247.38712343566257,-199.30860900878906
587,-207.78555285853116,-199.4515838623047
588,-255.47790058573437,-197.64947509765625
589,-249.9485597721428,-203.89691162109375
590,-207.28134031228302,-216.93643188476562
591,-203.07115460937285,-218.87857055664062
592,-235.33029004042479,-226.9097900390625
593,-179.95499984299298,-237.4425811767578
594,-255.20625495900885,-234.0465087890625
595,-238.3594642688544,-246.95346069335938
596,-217.27307727479115,-258.2908630371094
597,-218.9606383285953,-265.988037109375
598,-217.26423691412725,-255.91036987304688
599,-217.67174456237058,-263.3227233886719
600,-270.6353183475947,-250.4625244140625
601,-210.4407868340921,-249.6722869873047
602,-309.37077432112613,-241.67236328125
603,-252.02727749774425,-234.57090759277344
604,-180.6823237794197,-243.32470703125
605,-217.37111138308987,-233.09080505371094
606,-174.55052304763547,-240.09725952148438
607,-184.42401037994426,-228.34165954589844
608,-207.673980946276,-222.55203247070312
609,-210.38066664496813,-218.08575439453125
610,-208.3178035508593,-199.77908325195312
611,-196.86576238472668,-195.39166259765625
612,-266.6715153273243,-191.69696044921875
613,-235.00809219860176,-195.75042724609375
614,-254.41729919052688,-194.0781707763672
615,-183.87653479108718,-203.28359985351562
616,-224.5365731737329,-203.6103973388672
617,-218.03207720524102,-219.840576171875
618,-205.37394796549023,-223.52015686035156
619,-202.75702785505442,-229.96749877929688
620,-231.0456521400482,-226.16465759277344
621,-145.03831854784823,-233.13392639160156
622,-283.89140515463316,-214.2036895751953
623,-236.8940646632065,-214.01687622070312
624,-178.24992805882826,-220.32737731933594
625,-190.7777103875477,-212.2237548828125
626,-160.5081643255859,-219.66510009765625
627,-215.48347885674804,-209.20962524414062
628,-258.3597058911125,-204.1849822998047
629,-253.6294009947438,-196.7870330810547
630,-200.71159026763473,-217.1128692626953
631,-280.1403219922243,-209.60679626464844
632,-215.42572981195448,-217.95433044433594
633,-173.9597240696149,-229.49737548828125
634,-207.39121266200647,-225.9234161376953
635,-214.9691804223643,-230.12078857421875
636,-230.45759331655032,-230.56707763671875
637,-189.4428555709615,-237.42356872558594
638,-263.4949312128976,-224.86843872070312
639,-221.78103245147122,-225.8144073486328
640,-234.21802220509215,-221.64291381835938
641,-210.60875504110095,-214.6518096923828
642,-236.46025698087934,-223.4741973876953
643,-186.56074871858183,-236.42047119140625
644,-210.24823586291922,-227.72203063964844
645,-196.74276731055178,-229.32135009765625
646,-218.26239899918286,-226.5836181640625
647,-214.63534143146643,-217.7029571533203
648,-219.22578483036165,-218.80303955078125
649,-178.98715279851177,-217.95042419433594
650,-154.87495243707917,-208.86566162109375
651,-256.410579209195,-194.3898162841797
652,-228.23460787772973,-197.95059204101562
653,-147.72294126225796,-206.21109008789062
654,-224.721275555158,-196.49664306640625
655,-175.90319437272663,-199.07928466796875
656,-297.0921050842561,-178.45338439941406
657,-206.81937441335202,-187.52108764648438
658,-256.576117532439,-194.28643798828125
659,-196.8301371041333,-206.79119873046875
660,-215.79890003365327,-216.25906372070312
661,-246.26816848480348,-223.99114990234375
662,-220.36812266912506,-235.81919860839844
663,-162.3501030844704,-240.81619262695312
664,-219.52318181817387,-233.73924255371094
665,-226.2618055810264,-232.93145751953125
666,-180.1772898865102,-230.92208862304688
667,-189.3808970893878,-228.5691680908203
668,-238.70370363811472,-218.76588439941406
669,-224.12449653078298,-215.89404296875
670,-223.31213174959416,-213.39109802246094
671,-262.60371063165536,-208.58966064453125
672,-277.9454159727075,-212.9943084716797
673,-146.5710950732865,-222.8843231201172
674,-180.3479453784431,-216.3804168701172
675,-210.8851414466049,-215.45419311523438
676,-261.84117365353234,-214.34600830078125
677,-226.917789069662,-217.17674255371094
678,-255.25032441600038,-208.12335205078125
679,-170.25083976280453,-217.26231384277344
680,-178.67380945817715,-215.2353973388672
681,-259.261829521579,-191.48765563964844
682,-258.1183348739361,-207.94236755371094
683,-178.15211510151062,-215.97975158691406
684,-217.21026094397865,-207.4639434814453
685,-183.59915841639076,-217.08226013183594
686,-235.63412371416507,-213.59048461914062
687,-183.088990687911,-218.77413940429688
688,-243.2317121534723,-206.04542541503906
689,-233.46752436212645,-209.7384490966797
690,-255.04688269189063,-202.61669921875
691,-200.4057042733997,-220.45370483398438
692,-249.12149941635207,-220.55807495117188
693,-252.28000385206715,-235.79212951660156
694,-235.52018977647995,-238.29176330566406
695,-222.26150740140656,-249.8598175048828
696,-222.27530190325905,-250.04270935058594
697,-204.50737422208414,-246.80856323242188
698,-197.00440021844682,-252.69171142578125
699,-221.6310144627129,-243.1902618408203
700,-227.25439347822802,-231.74996948242188
701,-211.39837356614234,-230.43093872070312
702,-221.81160867049547,-218.6825714111328
